"id","nombre_urg","num","claves_presupuestales","objeto_contratacion_proyectado","tipo_de_contratacion","partida_presupuestal_especifica","clave_cabms","valor_estimado_contratacion","contratacion_a_mipymes","procedimiento_contratacion_proyectado","fecha_estimada_procedimiento_contratacion","fecha_estimada_inicio_vigencia_contrato","fecha_estimada_fin_contrato","etiqueta_procedimiento"
112623,"SECRETARÍA DE LAS MUJERES","CDMX38C001PAAAPS40","138C001393001O00111112029111100","HERRAMIENTAS MENORES","BIEN",2911,"2911001012--ZAPAPICO;2911001106--BOMBA;2911000084--BARRETA;2911001146--CANDADO;2911000110--BROCA","$50,000.00","NO","LICITACIÓN PÚBLICA NACIONAL (ART.30)","01-04-2022","01-05-2022","31-12-2022","PROYECTO"
112659,"SECRETARÍA DE LAS MUJERES","CDMX38C001PAAAPS42","138C001393001O00111112029611100","REFACCIONES Y ACCESORIOS MENORES DE EQUIPO DE TRANSPORTE PARA EL MANTENIMIENTO DEL PARQUE VEHICULAR A CARGO DE LA SECRETARÍA DE LAS MUJERES","BIEN",2961,"2961000002--ACUMULADORES","$50,000.00","NO","LICITACIÓN PÚBLICA NACIONAL (ART.30)","01-04-2022","01-05-2022","31-12-2022","PROYECTO"
112144,"SECRETARÍA DE LAS MUJERES","CDMX38C001PAAAPS25","138C001124003P00111112021111100; 138C001124004P00211112021111100; 138C001393001O00111112021111100; 138C001393037P00311112021111100","ADQUISICIÓN DE DIVERSOS MATERIALES, ÚTILES Y EQUIPOS MENORES PROPIOS PARA EL USO DE OFICINAS PARA, CASA DE EMERGENCIA,OFICINAS CENTRALES, REFUGIO Y UNIDADES DE ATENCIÓN DENOMINADAS ""LUNAS"".","BIEN",2111,"2111000046--BORRADOR;2111000050--BROCHES PARA FOLDER;2111000064--CARPETAS PARA ARCHIVO;2111000128--ENGRAPADORA;2111000124--ENGARGOLADORA;2111000470--TIJERAS;2111000364--PERFORADORA;2111000162--FOLIADORES;2111000210--LIBRETAS;2111000492--CESTO DE BASURA;2111000014--ALFILER PARA SEÑALIZACIÓN EN MAPA;2111000032--BICOLORES;2111000498--BLOCK DE NOTAS ADHERIBLES;2111000574--PLUMA VARIOS COLORES","$270,000.00","NO","LICITACIÓN PÚBLICA NACIONAL (ART.30)","01-02-2022","15-02-2022","30-06-2022","PROYECTO"
121534,"ALCALDÍA AZCAPOTZALCO","CDMX02CD02PAAAPS16","102CD02134001O00111122023311100","PAPEL PARA LA ELABORACION DE CARTELES Y MATERIAL PARA CURSOS DE CAPACITACIÓN","BIEN",2331,"2331000048--PAPEL KRAFT","$50,000.00","NO","ADJUDICACIÓN DIRECTA POR MONTO  (ARTÍCULO 55).","03-10-2022","03-10-2022","31-12-2022","PROYECTO"
121578,"ALCALDÍA AZCAPOTZALCO","CDMX02CD02PAAAPS24","102CD02134001O00115O42024191100; 102CD02134001O00125P12024191100; 102CD02268244U02615O32024192100","MATERIALES DE CONSTRUCCIÓN PARA REPARACIÓN DE BANQUETAS Y MANTENIMIENTO EN INMUEBLES DE LA ALCALDÍA","SERVICIO",2419,"2419000004--ARENA;2419000010--GRAVA;2419000048--LAVABO;2419000030--TABIQUE COMÚN RECOCIDO DE ARCILLA;2419000028--RETRETE (TASA DE BAÑO W.C.)","$351,930.08","NO","ADJUDICACIÓN DIRECTA POR MONTO  (ARTÍCULO 55).","02-05-2022","16-05-2022","31-12-2022","PROYECTO"
117447,"FIDEICOMISO CENTRO HISTÓRICO","CDMX09PFCHPAAAPS122","109PFCH172002N00111112033411130","SERVICIOS DE CAPACITACIÓN.","SERVICIO",3341,,"$50,000.00","SI","ADJUDICACIÓN DIRECTA POR MONTO  (ARTÍCULO 55).","01-03-2022","01-04-2022","30-05-2022","PROYECTO REVOLVENTE"
121651,"ALCALDÍA AZCAPOTZALCO","CDMX02CD02PAAAPS38","102CD02134001O00111122025411100; 102CD02172002N00115O32025411100; 102CD02241101S08415O32025411100; 102CD02268244U02615O32025411100","MATERIALES NECESARIOS PARA LA ATENCIÓN DE LOS CONSULTORIOS DENTRO DE LOS CENTROS DE DESARROLLO COMUNITARIO Y PARA EL CENTRO DE CONTROL CANINO DE LA ALCALDÍA","BIEN",2541,"2541000702--JERINGA HIPODÉRMICA;2541000246--CEMENTO DENTAL DE OXIDO DE ZINC CON ENDURECEDOR POLVO/LIQUIDO;2541000604--HOJAS PARA BISTURI DE ACERO INOXIDABLE","$1,114,644.00","NO","INVITACIÓN RESTRINGIDA A CUANDO MENOS TRES PROVEEDORES POR MONTO. (ARTÍCULO 55).","01-06-2022","27-06-2022","31-12-2022","PROYECTO"
112393,"INSTITUTO PARA LA ATENCIÓN Y PREVENCIÓN DE LAS ADICCIONES","CDMX26PDIAPAAAPS6","126PDIA393001O00111112022111100","COMPRA DE AGUA PURIFICADA, PARA EL PERSONAL QUE LABORA EN EL IAPA","BIEN",2211,"2211000470--ABLANDADOR DE CARNE","$60,000.00","SI","ADJUDICACIÓN DIRECTA POR MONTO  (ARTÍCULO 55).","01-01-2022","01-01-2022","31-12-2022","PROYECTO"
119181,"ALCALDÍA CUAUHTÉMOC","CDMX02CD06PAAAPS16","102CD06171063E11825P12033812200","CONVENIO OM/DGMRSG/DSG/SSI/CCC-001/08. CONVENIO DE COLABORACIÓN ADMINISTRATIVO DE COLABORACIÓN CONSOLIDADO PARA LA PRESTACIÓN DEL SERVICIO DE VIGILANCIA","SERVICIO",3381,"3381000002--SERVICIOS DE VIGILANCIA","$179,037,227.00","NO","CONVENIOS DE COLABORACIÓN ENTRE DEPENDENCIAS (ARTÍCULO 1).","01-12-2021","01-01-2022","31-12-2022","PROYECTO CONSOLIDADO PAAAPS"
115405,"SECRETARÍA DE MOVILIDAD","CDMX10C001PAAAPS68","110C001356001O00111112035711100000000000; 110C001356264P04411112035711100000000000; 110C001356265E11211112035711100000000000; 110C001356266G01811112035711100000000000; 110C001356267F02411112035711100000000000; 110C001356268G01911112035711100000000000; 110C001356270P04511112035711100000000000","SERVICIO DE MANTENIMIENTO PREVENTIVO Y CORRECTIVO A LOS MONTACARGAS UTILIZADOS EN LAS INSTALACIONES DE LA DIRECCIÓN GENERAL DE REGISTRO PÚBLICO DEL TRANSPORTE","SERVICIO",3571,"3571000004--MANTENIMIENTO DE MAQUINARIA, OTROS EQUIPOS Y HERRAMIENTAS","$30,000.00","NO","ADJUDICACIÓN DIRECTA POR MONTO  (ARTÍCULO 55).","17-01-2022","01-02-2022","31-12-2022","PROYECTO"
113815,"SECRETARÍA DE MOVILIDAD","CDMX10C001PAAAPS48","110C001124004P00211112033911100000000000; 110C001356268G01911112033911100000000000; 110C001356270P04511112033911100000000000; 110C001356264P04411112033911100000000000","SERVICIOS TÉCNICOS PROFESIONALES","SERVICIO",3391,"3391000004--SERVICIOS PROFESIONALES, CIENTIFICOS Y TÉCNICOS INTEGRALES","$1,525,000.00","NO","LICITACIÓN PÚBLICA NACIONAL (ART.30)","01-07-2022","22-07-2022","31-12-2022","PROYECTO"
111960,"SECRETARÍA DE MOVILIDAD","CDMX10C001PAAAPS8","110C001356001O00111112021411200000000000; 110C001356264P04411112021411200000000000; 110C001356265E11211112021411200000000000; 110C001356266G01811112021411200000000000; 110C001356267F02411112021411200000000000; 110C001356268G01911112021411200000000000; 110C001356270P04511112021411200000000000","ADQUISICIÓN DE  TÓNER Y CARTUCHOS PARA IMPRESORAS CORRESPONDIENTE AL EJERCICIO FISCAL 2022","SERVICIO",2141,"2141000050--TONER","$645,000.00","NO","LICITACIÓN PÚBLICA NACIONAL (ART.30)","01-07-2022","01-08-2022","31-12-2022","PROYECTO CONSOLIDADO PAAAPS"
120710,"SECRETARÍA DE GESTIÓN INTEGRAL DE RIESGOS Y PROTECCIÓN CIVIL","CDMX34C001PAAAPS23","134C001172002E11311112033621100; 134C001124003P00111112033621100","""SERVICIO DE IMPRESIÓN, GRABADOS, TROQUELADOS, DIGITALIZACIÓN Y REPRODUCCIÓN DE CUALQUIER TIPO DE DOCUMENTOS E IMÁGENES, ASÍ COMO, RETROGRABADO, OFFSET, SERIGRAFÍA, PREPRENSA FOTOMECÁNICA, EDICIÓN DE MATERIAL AUDIOVISUAL, ESCRITO, GRABADO Y DISCOGRÁFICO, INSUMOS Y TODO LO RELACIONADO CON LAS ARTES GRÁFICAS, Y LOS PROCESOS DE ADQUISICIÓN, ENAJENACIÓN, MAQUILA Y COMERCIALIZACIÓN EN GENERAL DE BIENES Y SERVICIOS RELACIONADOS CON LA INDUSTRIA DE LAS ARTES GRÁFICAS.""","SERVICIO",3362,"3362000004--IMPRESIÓN DE LIBRETA PROMOCIONAL DE PROGRAMAS INSTITUCIONALES","$1,880,750.00","NO","CONVENIOS DE COLABORACIÓN ENTRE DEPENDENCIAS (ARTÍCULO 1).","01-01-2022","01-01-2022","01-12-2022","PROYECTO"
115581,"SECRETARÍA DE MOVILIDAD","CDMX10C001PAAAPS72","110C001356001O00111112035911100000000000; 110C001356264P04411112035911100000000000; 110C001356265E11211112035911100000000000; 110C001356266G01811112035911100000000000; 110C001356267F02411112035911100000000000; 110C001356268G01911112035911100000000000; 110C001356270P04511112035911100000000000","SERVICIO DE FUMIGACIÓN Y CONTROL DE PLAGAS EN LAS INSTALACIONES QUE OCUPA LA SECRETARÍA DE MOVILIDAD","SERVICIO",3591,"3591000002--FUMIGACIÓN","$600,000.00","NO","LICITACIÓN PÚBLICA NACIONAL (ART.30)","01-02-2022","15-02-2022","31-12-2022","PROYECTO"
111092,"FONDO PARA EL DESARROLLO SOCIAL","CDMX04P0DSPAAAPS44","104P0DS134001O00114122034391100","RENTA DE COFRE DE SEGURIDAD","SERVICIO",3439,"3439000002--SERVICIO DE RECAUDACIÓN","$50,000.00","NO","ADJUDICACIÓN DIRECTA POR MONTO  (ARTÍCULO 55).","23-12-2021","01-01-2022","31-12-2022","PROYECTO"
120708,"FONDO MIXTO DE PROMOCIÓN TURÍSTICA","CDMX05P0PTPAAAPS19","105P0PT134001O00111112024611100","ADQUISICIÓN DE MATERIAL ELÉCTRICO Y ELECTRÓNICO, CAJAS DE REGISTRO, CHALUPAS, CLAVIJAS, CONECTORES, FOCOS, ETC, CON EL OBJETO DE BRINDARLE MANTENIMIENTO A LAS OFICINAS DEL FONDO MIXTO DE PROMOCIÓN TURÍSTICA","SERVICIO",2461,"2461000002--ACRÍLICO (CUBIERTA PARA LÁMPARA DE TUBOS FLUORESCENTES)","$35,000.00","NO","ADJUDICACIÓN DIRECTA POR MONTO  (ARTÍCULO 55).","01-08-2022","01-09-2022","01-12-2022","PROYECTO"
120973,"SECRETARÍA DE GESTIÓN INTEGRAL DE RIESGOS Y PROTECCIÓN CIVIL","CDMX34C001PAAAPS41","134C001124003P00111112024611100; 134C001172104M00111112024611100","ADQUISICIÓN DE MATERIAL ELÉCTRICO PARA EL CORRECTO FUNCIONAMIENTO DE LOS COMPONENTES EN LA SECRETARÍA","BIEN",2461,"2461000052--CABLE DE 60 PIES;2461000130--FUSIBLES;2461000192--RECIPIENTE  DE AIRE COMPRIMIDO;2461000250--GRAPA AISLADA;2461000260--ROLLO DE CABLE;2461000128--FOCO;2461000080--CINTA DE AISLAR;2461000108--DISPOSITIVOS PARA INSTALACIONES ELÉCTRICAS;2461000096--CONTACTO MÚLTIPLE;2461000152--LÁMPARAS FLUORESCENTES;2461000002--ACRÍLICO (CUBIERTA PARA LÁMPARA DE TUBOS FLUORESCENTES);2461000234--EXTRACTOR PARA BAÑO;2461000244--LÁMPARA DE EMERGENCIA;2461000150--LÁMPARAS ELÉCTRICAS;2461000078--CINCHO;2461000110--ELECTRODOS;2461000014--APAGADOR SENCILLO;2461000138--GRASA PARA CASCOS;2461000124--EXTENSIÓN PARA CHISPERO;2461000254--PROTECTOR DE PLÁSTICO PARA CONTACTO ELÉCTRICO;2461000256--REFLECTOR;2461000072--CHALUPA;2461000046--BOTONES PARA TIMBRE ELÉCTRICO;2461000084--CLAVIJA ELÉCTRICA;2461000152--LÁMPARAS FLUORESCENTES;2461000260--ROLLO DE CABLE;2461000260--ROLLO DE CABLE;2461000260--ROLLO DE CABLE;2461000098--CONTROL REMOTO PARA TELEVISOR;2461000032--BOBINA DE CABLE BLINDADO;2461000264--CAUTÍN TIPO PISTOLA PARA SOLDADURA EN EQUIPOS ELECTRÓNICOS;2461000022--BALASTRAS;2461000032--BOBINA DE CABLE BLINDADO","$220,000.00","SI","LICITACIÓN PÚBLICA NACIONAL (ART.30)","01-04-2022","01-06-2022","01-12-2022","PROYECTO"
120939,"SECRETARÍA DE GESTIÓN INTEGRAL DE RIESGOS Y PROTECCIÓN CIVIL","CDMX34C001PAAAPS33","134C001172002E11311112021411200","ADQUISICIÓN DE  TÓNER Y CARTUCHOS PARA IMPRESORAS CORRESPONDIENTE AL EJERCICIO FISCAL 2022","SERVICIO",2141,"2141000050--TONER","$150,000.00","NO","LICITACIÓN PÚBLICA NACIONAL (ART.30)","01-07-2022","01-08-2022","31-12-2022","PROYECTO CONSOLIDADO PAAAPS"
120976,"FONDO MIXTO DE PROMOCIÓN TURÍSTICA","CDMX05P0PTPAAAPS29","105P0PT124004P00211112033621100","IMPRESIÓN DE DOCUMENTOS PARA LA DIFUSIÓN DE LA PROMOCIÓN TURÍSTICA DE LA CIUDAD DE MÉXICO Y SU MARCA CDMX CON PERSPECTIVA DE GÉNERO.","SERVICIO",3362,"3362000004--IMPRESIÓN DE LIBRETA PROMOCIONAL DE PROGRAMAS INSTITUCIONALES","$150,000.00","NO","CONVENIOS DE COLABORACIÓN ENTRE DEPENDENCIAS (ARTÍCULO 1).","01-12-2021","03-01-2022","30-12-2022","PROYECTO"
121734,"ALCALDÍA AZCAPOTZALCO","CDMX02CD02PAAAPS52","102CD02124004P00215O32033621100; 102CD02134001O00111112033621100; 102CD02134001O00125P12033621100; 102CD02222142S07915O32033621100","IMPRESIÓN DE SELOS DE CALUSURA, RECIBOS PARA PAGO EN CENTROS GENERADORES Y DEMÁS NECESARIOS PARA LAS ÁREAS DE LA ALCALDÍA","SERVICIO",3362,"3362000010--IMPRESIONES","$5,659,988.00","NO","CONVENIOS DE COLABORACIÓN ENTRE DEPENDENCIAS (ARTÍCULO 1).","04-04-2022","04-04-2022","31-12-2022","PROYECTO"
121735,"ALCALDÍA AZCAPOTZALCO","CDMX02CD02PAAAPS53","102CD02134001O00125P12033911100","SERVICIOS TÉCNICOS PARA EL ÁREA DE TALLERES GENERALES Y SINIESTROS","SERVICIO",3391,"3391000004--SERVICIOS PROFESIONALES, CIENTIFICOS Y TÉCNICOS INTEGRALES","$394,150.00","NO","ADJUDICACIÓN DIRECTA POR MONTO  (ARTÍCULO 55).","04-04-2022","25-04-2022","31-12-2022","PROYECTO"
110904,"ALCALDÍA GUSTAVO A. MADERO","CDMX02CD07PAAAPS21","102CD07232001O00115OB2022111100PAAAPS021","PRODUCTOS ALIMENTICIOS Y BEBIDAS PARA PERSONAS","BIEN",2211,"2211000566--MENÚ 7 CON: LECHE FLUIDA SEMIDESCREMADA ULTRAPASTEURIZADA (SIN SABORIZANTE) DE 250 ml; BARRA DE AMARANTO, AVENA EN HOJUELAS Y ARÁNDANO DE 30 g.; FRUTA FRESCA (MANZANA, PLÁTANO, NARANJA O MANDARINA) DE 80 g. (+/- 10%.)","$7,550,000.00","NO","LICITACIÓN PÚBLICA NACIONAL (ART.30)","01-05-2022","01-06-2022","31-12-2022","PROYECTO"
112437,"ALCALDÍA GUSTAVO A. MADERO","CDMX02CD07PAAAPS98","102CD07221024K01515O22029211100PAAAPS097","REFACCIONES Y ACCESORIOS MENORES DE OFICINA","BIEN",2921,"2921000032--JUEGO DE MANERALES","$50,000.00","NO","INVITACIÓN RESTRINGIDA A CUANDO MENOS TRES PROVEEDORES POR EXCEPCIÓN. (ARTÍCULO 54).","01-05-2022","01-06-2022","31-12-2022","PROYECTO"
110880,"ALCALDÍA GUSTAVO A. MADERO","CDMX02CD07PAAAPS18","102CD07232001O00111122021711100PAAAPS018","MATERIALES Y UTILES DE ENSEÑANZA","BIEN",2171,"2171000040--MATERIAL DIDÁCTICO Y PEDAGÓGICO","$600,000.00","NO","INVITACIÓN RESTRINGIDA A CUANDO MENOS TRES PROVEEDORES POR EXCEPCIÓN. (ARTÍCULO 54).","01-05-2022","01-06-2022","31-12-2022","PROYECTO"
111433,"ALCALDÍA GUSTAVO A. MADERO","CDMX02CD07PAAAPS47","102CD07232001O00115O22024712100PAAAPS047","ARTICULOS METÁLICOS PARA LA CONSTRUCCIÓN","BIEN",2471,"2471000122--LÁMINAS DE HIERRO Y ACERO","$12,305,990.00","NO","LICITACIÓN PÚBLICA NACIONAL (ART.30)","01-03-2022","01-04-2022","31-12-2022","PROYECTO"
121731,"ALCALDÍA AZCAPOTZALCO","CDMX02CD02PAAAPS49","102CD02134001O00115O32033311100; 102CD02134001O00125P12033311100; 102CD02268244U02615O32033311100","SERVICIOS DE CONSULTORÍA PARA LAS ÁREAS DE LA ALCLADÍA EN EL EJERCICIO DE SUS FUNCIONES","SERVICIO",3331,"3331000008--SERVICIOS DE CONSULTORÍA ADMINISTRATIVA (ADMINISTRACIÓN GENERAL, FINANCIERA, ORGANIZACIONAL, RECURSOS HUMANOS), CIENTÍFICOS Y TÉCNICOS.","$2,300,000.00","NO","ADJUDICACIÓN DIRECTA POR EXCEPCIÓN (ARTÍCULO 54).","04-04-2022","25-04-2022","31-12-2022","PROYECTO"
120924,"SECRETARÍA DE GESTIÓN INTEGRAL DE RIESGOS Y PROTECCIÓN CIVIL","CDMX34C001PAAAPS29","134C001172002E11311112026111100","OADQUISICIÓN DE PRODUCTOS DERIVADOS DEL PETRÓLEO ACEITES Y GRASAS LUBRICANTES PARA EL USO EN EQUIPO DE TRANSPORTE Y MAQUINAS ESPECIALES","BIEN",2611,"2611000002--ACEITE COMBUSTIBLE","$50,000.00","SI","ADJUDICACIÓN DIRECTA POR MONTO  (ARTÍCULO 55).","02-05-2022","01-06-2022","01-12-2022","PROYECTO"
120985,"FONDO MIXTO DE PROMOCIÓN TURÍSTICA","CDMX05P0PTPAAAPS36","105P0PT134001O00111112031711279; 105P0PT134001O00111112031411279","CONTRATACIÓN CONSOLIDADA DE LOS SERVICIOS DE TELEFONÍA E INTERNET PARA EL PERIODO DEL 2021-2022 (CLUSTER 2))","SERVICIO","3141;3171","3141000008--SERVICIO TELEFÓNICO LOCAL;3171000004--SERVICIO DE INTERNET","$262,225.00","NO","LICITACIÓN PÚBLICA NACIONAL (ART.30)","01-01-2022","01-01-2022","31-12-2022","PROYECTO CONSOLIDADO PAAAPS"
120987,"FONDO MIXTO DE PROMOCIÓN TURÍSTICA","CDMX05P0PTPAAAPS37","105P0PT134001O00111112038311100","SERVICIO INTEGRAL PARA LA PLANEACIÓN Y REALIZACIÓN DE ACTIVIDADES DE PROMOCIÓN TURÍSTICA DE LA CIUDAD DE MÉXICO Y SU MARCA CDMX, REUNIONES DE PLANEACIÓN Y  PRESENTACIONES DE PROYECTOS.","SERVICIO",3831,"3831000002--CONGRESOS Y CONVENCIONES","$2,250,000.00","NO","INVITACIÓN RESTRINGIDA A CUANDO MENOS TRES PROVEEDORES POR MONTO. (ARTÍCULO 55).","01-12-2021","03-01-2022","30-12-2022","PROYECTO"
113421,"ALCALDÍA GUSTAVO A. MADERO","CDMX02CD07PAAAPS150","102CD07232001O00115O22035712100PAAAPS154","INSTALACIÓN, REPARACIÓN Y MANTENIMIENTO DE MAQUINARIA, OTROS EQUIPOS Y HERRAMIENTA","SERVICIO",3571,"3571000006--REPARACIÓN DE MAQUINARIA, OTROS EQUIPOS Y HERRAMIENTAS","$34,000.00","NO","ADJUDICACIÓN DIRECTA POR EXCEPCIÓN (ARTÍCULO 54).","01-01-2022","01-01-2022","31-12-2022","PROYECTO"
121762,"ALCALDÍA AZCAPOTZALCO","CDMX02CD02PAAAPS80","102CD02134001O00115O32029911100; 102CD02134001O00125P12029911100","REFACCIONES DE BAÑO (FLUXOMETROS)","BIEN",2991,"2991000020--FLUXOMETRO PARA W.C.","$350,000.00","NO","ADJUDICACIÓN DIRECTA POR MONTO  (ARTÍCULO 55).","04-04-2022","25-04-2022","31-12-2022","PROYECTO"
121741,"ALCALDÍA AZCAPOTZALCO","CDMX02CD02PAAAPS59","102CD02134001O00111112035521100; 102CD02134001O00115O22035521100","MANTENIMIENTO PREVENTIVO Y CORRECTIVO DE LOS VEHÍCULOS QUE PRESTAN SERVICIOS PÚBLICOS","SERVICIO",3552,"3552000002--MANTENIMIENTO Y CONSERVACIÓN DE VEHICULOS Y EQUIPO DESTINADOS A SERVICIOS PUBLICOS Y OPERACIÓN DE PROGRAMAS PUBLICOS","$11,240,275.00","NO","LICITACIÓN PÚBLICA NACIONAL (ART.30)","01-02-2022","28-02-2022","31-12-2022","PROYECTO"
111395,"ALCALDÍA GUSTAVO A. MADERO","CDMX02CD07PAAAPS24","102CD07232001O00115OB2022311100PAAAPS024","UTENCILIOS PARA EL SERVICIO DE ALIMENTACION","BIEN",2231,"2231000222--UTENSILIOS MANUALES DE ACERO INOXIDABLE DE COCINA","$50,000.00","NO","LICITACIÓN PÚBLICA NACIONAL (ART.30)","01-05-2022","01-06-2022","31-12-2022","PROYECTO"
121773,"ALCALDÍA AZCAPOTZALCO","CDMX02CD02PAAAPS91","102CD02221049E12815O3205781210022NR.0105","PLANTAS Y ÁRBOLES PARA CAMELLONES Y JARDINES DE LA ALCALDÍA","BIEN",5781,"5781000002--TRUENO;5781000004--HELIOTROPO","$2,100,000.00","NO","INVITACIÓN RESTRINGIDA A CUANDO MENOS TRES PROVEEDORES POR MONTO. (ARTÍCULO 55).","04-04-2022","02-05-2022","31-12-2022","PROYECTO"
121775,"ALCALDÍA AZCAPOTZALCO","CDMX02CD02PAAAPS93","102CD02134001O00115O3205412210022NR.0080; 102CD02134001O00115O3205412220022NR.0080; 102CD02171063E11815O3205412220022NR.0080; 102CD02211084E12315O3205412210022NR.0080; 102CD02221049E12815O3205412210022NR.0080; 102CD02221274K01615O3205412210022NR.0080","VEHÍCULOS PARA OPERACIÓN DE PROGRAMAS PÚBLICOS","BIEN",5412,"5412000020--CAMIÓN REDILAS;5412000074--CAMIONETA PICK UP 4X2;5412000026--CAMIÓN VOLTEO","$20,998,799.99","NO","LICITACIÓN PÚBLICA NACIONAL (ART.30)","04-07-2022","01-08-2022","31-12-2022","PROYECTO"
121780,"ALCALDÍA AZCAPOTZALCO","CDMX02CD02PAAAPS98","102CD02134001O00115O42029211100; 102CD02134001O00125P12029211100; 102CD02241101S08415O32029211100; 102CD02268244U02615O32029211100","REFACCIONES PARA LOS INMUEBLES DE LA ALCALDÍA Y REPARAR LAS CERRADURAS EN MAL ESTADO","BIEN",2921,"2921000002--BISAGRA;2921000008--CERRADURAS, PASADORES, BISAGRAS O CHAPAS;2921000008--CERRADURAS, PASADORES, BISAGRAS O CHAPAS;2921000020--JALADERAS;2921000022--LLAVES PARA CHAPAS O CANDADOS","$320,000.00","NO","INVITACIÓN RESTRINGIDA A CUANDO MENOS TRES PROVEEDORES POR MONTO. (ARTÍCULO 55).","04-07-2022","25-07-2022","31-12-2022","PROYECTO"
121772,"ALCALDÍA AZCAPOTZALCO","CDMX02CD02PAAAPS90","102CD02134001O00115O3205671210022NR.0093; 102CD02221049E12815O3205671210022NR.0093","EQUIPO AGROPECUARIO PARA EL ÁREA DE PARQUES Y JARDINES","BIEN",5671,"5671000184--MÁQUINA COMBINADA CARPINTERÍA;5671000142--FRESA (HERRAMIENTA);5671000444--CORTA RAICES","$2,000,000.00","NO","INVITACIÓN RESTRINGIDA A CUANDO MENOS TRES PROVEEDORES POR MONTO. (ARTÍCULO 55).","04-07-2022","25-07-2022","31-12-2022","PROYECTO"
115121,"SECRETARÍA DE SEGURIDAD CIUDADANA","CDMX11C001PAAAPS28","111C001123009E01415OC2031411279; 111C001171248E05315OC2031411279","SERVICIO DE TELEFONÍA E INTERNET, PARA LAS DIFRENTES TAREAS ADMINISTRATIVAS Y OPERATIVAS DE LOS SERVIDORES PUBLICOS","SERVICIO",3141,"3141000008--SERVICIO TELEFÓNICO LOCAL","$4,411,610.00","NO","LICITACIÓN PÚBLICA NACIONAL (ART.30)","01-12-2021","01-02-2022","31-12-2022","PROYECTO"
121737,"ALCALDÍA AZCAPOTZALCO","CDMX02CD02PAAAPS55","102CD02134001O00111112035211100; 102CD02134001O00115O42035211100; 102CD02134001O00115OC2035211100; 102CD02268244U02615O32035211100","REPARACIÓN DE DIFERENTES EQUIPOS ADMINISTRATIVOS QUE FORMAN PARTE DE LOS ACTIVOS DE LA ALCALDÍA","SERVICIO",3521,"3521000006--SERVICIO DE MANTENIMIENTO Y REPARACIÓN DE MOBILIARIO Y EQUIPO","$907,580.00","NO","INVITACIÓN RESTRINGIDA A CUANDO MENOS TRES PROVEEDORES POR MONTO. (ARTÍCULO 55).","04-04-2022","25-04-2022","31-12-2022","PROYECTO"
121647,"ALCALDÍA AZCAPOTZALCO","CDMX02CD02PAAAPS34","102CD02134001O00125P12033611100","SERVICIO DE FOTOCOPIADO BLANCO Y NEGRO Y COLOR PARA EL PERIODO DE  2022","SERVICIO",3361,"3361000016--SERVICIO DE FOTOCOPIADO","$932,623.00","NO","LICITACIÓN PÚBLICA NACIONAL (ART.30)","01-12-2021","01-01-2022","31-12-2022","PROYECTO CONSOLIDADO PAAAPS"
121736,"ALCALDÍA AZCAPOTZALCO","CDMX02CD02PAAAPS54","102CD02134001O00111112035111100; 102CD02134001O00115O32035111100; 102CD02134001O00125P12035111100; 102CD02268244U02615O32035111100","MANTENIMIENTO MENOR DE DIVERSOS INMUIEBLES DE LA ALCALDÍA A TRAVES DE UN CONTRATO ABIERTO","SERVICIO",3511,"3511000004--SERVICIO DE MANTENIMIENTO MENOR A INMUEBLES","$2,604,998.83","NO","INVITACIÓN RESTRINGIDA A CUANDO MENOS TRES PROVEEDORES POR MONTO. (ARTÍCULO 55).","04-04-2022","25-04-2022","31-12-2022","PROYECTO"
121746,"ALCALDÍA AZCAPOTZALCO","CDMX02CD02PAAAPS64","102CD02268244U02615O32036111283; 102CD02134001O00115O32036111283","SERVICIOS DE DIFUSIÓN DE PROGRAMAS DE LA ALCALDÍA, ASÍ COMO EL MONITOREO DE NOTICIAS","SERVICIO",3611,"3611000002--GASTOS DE DIFUSIÓN DE SERVICIOS Y CAMPAÑAS DE INFORMACIÓN","$3,650,000.00","NO","INVITACIÓN RESTRINGIDA A CUANDO MENOS TRES PROVEEDORES POR MONTO. (ARTÍCULO 55).","02-05-2022","23-05-2022","31-12-2022","PROYECTO"
121751,"ALCALDÍA AZCAPOTZALCO","CDMX02CD02PAAAPS69","102CD02124004P00215O32038211100; 102CD02268244U02615O32038211100","DIFERENTES ESPECTÁCULOS CULTURALES PROIGRAMADOS POR EL ÁREA DE DESARROLLO SOCIAL Y BIENESTAR PARA DIFUSIÓN DE LA CULTURA Y DIFERENTES EXPRESIONES ARTÍSTICAS","SERVICIO",3821,"3821000002--ESPECTÁCULOS CULTURALES","$10,250,000.00","NO","LICITACIÓN PÚBLICA NACIONAL (ART.30)","01-03-2022","04-04-2022","31-12-2022","PROYECTO"
121575,"ALCALDÍA AZCAPOTZALCO","CDMX02CD02PAAAPS23","102CD02222142S07915O32044191165","PROYECTOS GANADORES DE LA CONSULTA SOBRE PRESUPUESTO PARTICIPATIVO","SERVICIO",4419,"4419000002--OTRAS AYUDAS SOCIALES","$72,657,099.00","NO","LICITACIÓN PÚBLICA NACIONAL (ART.30)","01-08-2022","05-09-2022","31-12-2022","PROYECTO"
